"Date","Adj.Close"
"2015-05-26",2104.199951
"2015-05-22",2126.060059
"2015-05-21",2130.820068
"2015-05-20",2125.850098
"2015-05-19",2127.830078
"2015-05-18",2129.199951
"2015-05-15",2122.72998
"2015-05-14",2121.100098
"2015-05-13",2098.47998
"2015-05-12",2099.120117
"2015-05-11",2105.330078
"2015-05-08",2116.100098
"2015-05-07",2088
"2015-05-06",2080.149902
"2015-05-05",2089.459961
"2015-05-04",2114.48999
"2015-05-01",2108.290039
"2015-04-30",2085.51001
"2015-04-29",2106.850098
"2015-04-28",2114.76001
"2015-04-27",2108.919922
"2015-04-24",2117.689941
"2015-04-23",2112.929932
"2015-04-22",2107.959961
"2015-04-21",2097.290039
"2015-04-20",2100.399902
"2015-04-17",2081.179932
"2015-04-16",2104.98999
"2015-04-15",2106.629883
"2015-04-14",2095.840088
"2015-04-13",2092.429932
"2015-04-10",2102.060059
"2015-04-09",2091.179932
"2015-04-08",2081.899902
"2015-04-07",2076.330078
"2015-04-06",2080.620117
"2015-04-02",2066.959961
"2015-04-01",2059.689941
"2015-03-31",2067.889893
"2015-03-30",2086.23999
"2015-03-27",2061.02002
"2015-03-26",2056.149902
"2015-03-25",2061.050049
"2015-03-24",2091.5
"2015-03-23",2104.419922
"2015-03-20",2108.100098
"2015-03-19",2089.27002
"2015-03-18",2099.5
"2015-03-17",2074.280029
"2015-03-16",2081.189941
"2015-03-13",2053.399902
"2015-03-12",2065.949951
"2015-03-11",2040.23999
"2015-03-10",2044.160034
"2015-03-09",2079.429932
"2015-03-06",2071.26001
"2015-03-05",2101.040039
"2015-03-04",2098.530029
"2015-03-03",2107.780029
"2015-03-02",2117.389893
"2015-02-27",2104.5
"2015-02-26",2110.73999
"2015-02-25",2113.860107
"2015-02-24",2115.47998
"2015-02-23",2109.659912
"2015-02-20",2110.300049
"2015-02-19",2097.449951
"2015-02-18",2099.679932
"2015-02-17",2100.340088
"2015-02-13",2096.98999
"2015-02-12",2088.47998
"2015-02-11",2068.530029
"2015-02-10",2068.590088
"2015-02-09",2046.73999
"2015-02-06",2055.469971
"2015-02-05",2062.52002
"2015-02-04",2041.51001
"2015-02-03",2050.030029
"2015-02-02",2020.849976
"2015-01-30",1994.98999
"2015-01-29",2021.25
"2015-01-28",2002.160034
"2015-01-27",2029.550049
"2015-01-26",2057.090088
"2015-01-23",2051.820068
"2015-01-22",2063.149902
"2015-01-21",2032.119995
"2015-01-20",2022.550049
"2015-01-16",2019.420044
"2015-01-15",1992.670044
"2015-01-14",2011.27002
"2015-01-13",2023.030029
"2015-01-12",2028.26001
"2015-01-09",2044.810059
"2015-01-08",2062.139893
"2015-01-07",2025.900024
"2015-01-06",2002.609985
"2015-01-05",2020.579956
